0.572446	-0.094161704	0.28050444	-0.4282768	-0.038006723	-0.19782668	-0.6851369	0.0036027252	-0.10922137	-0.3030676	0.03880098	0.2654546	0.122437716	-0.008481459	0.073668666	-0.21773008
0.6761806	-0.10456879	0.3190548	-0.54767376	0.076343164	-0.1417699	-0.72635454	0.008904124	-0.21160036	-0.34432015	0.01812684	0.26587465	0.1692225	0.0035598679	0.022574151	-0.16067302
0.5852671	-0.11177306	0.29064664	-0.5548088	0.12630299	-0.107270844	-0.5579776	0.11437715	-0.19132012	-0.2721267	-0.007260155	0.2742148	0.12536207	0.0354507	0.0069320314	-0.19696082
0.44202247	-0.0541073	0.25272837	-0.41595733	0.018542062	-0.07332742	-0.4664484	0.031824037	-0.15426998	-0.26686728	0.004108893	0.25215614	0.09567143	0.057632975	-0.0013594835	-0.09115912
0.41687974	-0.05279369	0.21142857	-0.36062673	-0.008984153	-0.1960312	-0.5503341	-0.045386877	-0.08612849	-0.31644365	0.12553005	0.29224002	0.09776999	-0.08390884	0.026591063	-0.18545099
0.2928843	-0.05191877	0.11049325	-0.27996328	0.020990591	-0.07927685	-0.4018119	-0.04315436	-0.08451004	-0.20500667	-0.011381173	0.24722847	0.05003292	0.01982245	0.0888992	-0.09389558
0.48781767	-0.089557804	0.21591438	-0.43846855	0.04290713	-0.05236333	-0.42045063	0.06805057	-0.09021843	-0.19094095	-0.036293443	0.21510668	0.16356061	0.08270849	0.009835046	-0.12017971
0.38227198	-0.054028016	0.23110618	-0.3280609	0.0014618251	-0.07993784	-0.3841124	0.04112371	-0.07702352	-0.19381084	0.052441638	0.16073081	0.117473476	-0.01889325	0.012357614	-0.13048081
0.4622273	-0.10005979	0.21399418	-0.39240628	0.073014684	0.03207177	-0.33578703	0.054254882	-0.19579458	-0.12958476	-0.12107016	0.0694252	0.16628914	0.15205611	-0.08807921	0.014820506
0.30817398	-0.02464977	0.123087086	-0.2987411	0.033783726	-0.06850884	-0.36084822	-0.06857897	-0.15575151	-0.21334445	-0.005639585	0.1640567	0.089712694	-0.031089779	0.02642172	-0.11243056
0.3453272	-0.007407681	0.18161887	-0.33486587	0.013121595	-0.017221011	-0.37568167	-0.0016764447	-0.11569634	-0.19438738	-0.06503375	0.1980601	0.0998613	-0.02796791	0.0030769957	-0.05150917
0.2583027	-0.016139327	0.109522924	-0.25245622	0.06420523	0.0186386	-0.27559787	-0.013201446	-0.08610418	-0.14953092	-0.018255359	0.09074432	0.089895345	-0.013578031	-0.013316987	0.020840855
0.1095348	0.028306963	0.013713126	-0.17804502	-0.12822685	-0.107551344	-0.38352892	-0.09641383	-0.0013977496	-0.2393046	0.02506619	0.28273356	-0.011425051	-0.03999621	0.06660522	-0.10434721
0.3378155	-0.012435106	0.19964956	-0.2704571	-0.008252162	-0.047659256	-0.28590167	0.039448127	-0.09255281	-0.07257293	0.03749666	0.16167495	0.058720555	0.0060960944	0.017569251	-0.04397372
0.13575655	0.011729142	0.035194054	-0.2028137	0.0022358852	-0.04701684	-0.219555	-0.024714652	-0.00425406	-0.10058185	0.0028548837	0.11526874	0.03259257	-0.0004648351	0.0112767825	-0.11866599
0.2392152	-0.011481445	0.09519946	-0.22072245	0.0038186002	-0.046387237	-0.32469684	-0.05074862	-0.06037734	-0.12218173	0.0669555	0.15124853	0.0005641272	-0.048253786	0.065500066	-0.108928494
0.20717144	-0.013596174	0.071020514	-0.26450264	-0.05121751	0.012824865	-0.36024502	-0.029635385	-0.11559371	-0.21936926	-0.063442156	0.18425266	0.07491275	0.024255458	0.06886056	-0.030433606
0.16770706	-0.020671658	0.059989125	-0.17126033	-0.0711533	-0.012906093	-0.22956361	-0.06353964	-0.06689408	-0.15483311	0.04305603	0.134912	0.02206286	0.0030527292	0.04041228	-0.06663467
0.29658553	-0.022259502	0.13710362	-0.22859757	0.018713644	-0.08861357	-0.2618897	-0.007918536	-0.10912397	-0.1046093	-0.016280107	0.110410385	0.07947151	0.057936624	0.0049586263	-0.07513093
0.1957198	-0.09653654	0.101475514	-0.2198947	0.037890933	-0.025783004	-0.14179666	0.009369802	-0.10667806	-0.057889864	-0.04718722	0.09922039	0.08055994	0.04077723	-0.022570536	-0.017335799
0.05992362	0.03337391	-0.060756892	-0.05466269	-0.10497059	-0.114410624	-0.24073018	-0.09854004	0.050672088	-0.18406601	0.05917917	0.16676258	0.024807582	-0.07615259	0.091446236	-0.13123743
0.3328162	-0.08922479	0.21129638	-0.30339378	0.12244939	0.011768477	-0.12726387	0.10395208	-0.15742213	-0.0025454536	-0.11240143	0.026641943	0.16152681	0.07169917	-0.11073872	0.047140967
0.14458245	0.004282438	0.004632766	-0.075614646	-0.019915245	-0.12851617	-0.26391897	-0.08515624	0.0074213226	-0.13966417	0.0195604	0.1501184	0.030531405	0.008917291	0.101180695	-0.08869579
0.31003165	-0.043940164	0.19528604	-0.23916101	0.0123241665	-0.00039506215	-0.24351022	0.04585592	-0.084653154	-0.059971657	0.029699516	0.16898116	0.07308041	0.08213756	-0.06680464	-0.07614084
0.09807154	0.042787153	0.059535086	-0.13648859	-0.07158402	-0.038951654	-0.18902066	-0.028433116	-0.023316845	-0.09150599	-0.016948905	0.14816144	0.06603455	-0.067315936	0.056986038	-0.02507064
0.09271339	0.03413093	0.02120843	-0.071184695	-0.10936344	-0.08156162	-0.26673225	-0.012023673	-0.016009958	-0.19708252	-0.009474588	0.14078103	0.03755038	-0.04390641	0.020537242	-0.040652134
0.17002337	-0.04406818	0.13731122	-0.1491022	0.04673798	0.023296898	-0.11305389	0.049282517	-0.10855747	-0.03492331	-0.029368144	-0.0016792596	0.118305594	0.0803075	-0.022040881	-0.028365389
0.15795778	-0.015252163	0.08854806	-0.18661967	-0.055941552	-0.030630916	-0.25415736	0.02102305	-0.036524188	-0.13311563	0.00024108557	0.14838678	0.04004559	-0.042333152	0.04611388	-0.12092559
0.25385538	-0.067727	0.21133852	-0.22700082	0.079919524	0.068328515	-0.15915085	0.031580772	-0.14277942	-0.06740236	-0.09051959	-0.004508967	0.09518401	0.12248061	-0.09369916	-0.008364934
0.15824404	0.009232704	0.044351712	-0.12695834	0.034292206	-0.08209605	-0.2194207	-0.045376137	-0.08986336	-0.13667665	0.0328377	0.07705629	0.04120968	0.032925323	0.061654378	-0.06776683
0.06490705	-0.024152404	0.025779944	-0.09524792	-0.021583492	-0.08213176	-0.2574372	-0.020635515	0.027232707	-0.12644513	0.0035049992	0.10111794	0.024910627	-0.08646158	0.042993143	-0.10939828
0.16295321	-0.044612378	0.07202481	-0.18735243	-0.0124668265	-0.029720362	-0.16331159	0.056808744	-0.02600634	-0.13125184	-0.033422623	0.09646376	0.0032470739	-0.03668368	0.0054802955	-0.020662583
0.08820452	-0.026717164	-0.0009231769	-0.101368316	-0.012154688	-0.122800745	-0.24194255	-0.06384445	-0.033411972	-0.084901996	0.04733708	0.13488458	-0.048629187	-0.061055414	0.054072384	-0.07865255
0.13583085	-0.0424307	0.0053782626	-0.100631595	-0.01267949	-0.012952129	-0.18448342	-0.05236497	-0.08265591	-0.11824593	-0.06908686	0.14159441	0.07900548	-0.035731982	0.06558652	-0.055452775
0.26608995	-0.04536331	0.1868202	-0.18725058	0.04334249	0.0069541615	-0.08269941	0.07245848	-0.08570322	0.0018999043	-0.09119713	-0.015874662	0.0900669	0.09033733	-0.007561651	0.06520529
